一	一ＹＩ一
踔	<卓上>十Ｃ
疔	疒丁ＤＧ
铒	钅耳ＥＲ
桄	木儿Ｇ
屦	尸彳女Ｊ
侉	亻大<亏下>Ｋ
粝	米厂Ｌ
瘘	疒米女Ｌ
痧	疒氵少Ｓ
绨	纟丷弓Ｄ
葸	艹田心Ｘ
薏	艹音心Ｙ
仉	亻几ＺＧ
廛	广里土Ｃ
簟	覀十Ｄ
裰	衤又又Ｄ
畈	田又Ｆ
鲋	鱼亻寸Ｆ
舻	舟<卓上>尸Ｌ
皤	白丿田Ｐ
嗪	口禾Ｑ
凇	冫八厶Ｓ
谇	讠亠十Ｓ
掭	扌一Ｔ
燠	火<向框>大Ｙ
虿	丆虫Ｃ
莼	艹纟七Ｃ
毳	毛毛毛Ｃ
簦	癶<首上>Ｄ
蹀	世木Ｄ
胍	月瓜ＧＡ
缣	纟<首上><兼末>Ｊ
枧	木见ＪＮ
鲮	鱼土夂Ｌ
陧	阝日土Ｎ
泮	氵半ＰＮ
梃	木壬廴Ｔ
醑	酉乛冃Ｘ
勖	<冒上>目力Ｘ
谖	讠爫又Ｘ
谳	讠大丶Ｙ
铘	钅一阝Ｙ
轭	<车旁>厂Ｅ
酐	酉干ＧＮ
庋	广十又Ｇ
僬	亻隹灬Ｊ
贶	贝口儿Ｋ
醅	酉立口Ｐ
蝤	虫酋ＱＵ
垧	土<向框>口Ｓ
锬	钅火火Ｔ
趑	走冫欠Ｚ
菹	<艹氵>且ＺＵ
龀	止凵<化右>Ｃ
藁	艹<高外>木Ｇ
诖	讠圭ＧＡ
匦	匚<车旁>九Ｇ
笕	见ＪＮ
硷	石亼<应下>Ｊ
锩	钅Ｊ
垅	土龙ＬＧ
肭	月内ＮＡ
陴	阝卑ＰＩ
吣	口心ＱＮ
醛	酉艹王Ｑ
蒴	艹<屮变>月Ｓ
邾	朱阝ＺＵ
鳊	鱼户冊Ｂ
鸸	丆<而下>鸟Ｅ
桴	木爫子Ｆ
搿	亼手Ｇ
胲	月亥ＨＩ
剞	大可刂Ｊ
鬏	镸禾火Ｊ
芤	艹子乚Ｋ
嵝	山米女Ｌ
艋	舟子皿Ｍ
悛	忄厶夂Ｑ
疝	疒山ＳＮ
柝	木斤丶Ｔ
鲔	鱼冃Ｗ
拶	扌巛夕Ｚ
黹	业丷巾Ｚ
舯	舟中ＺＧ
箅	田丌Ｂ
榇	木立朩Ｃ
菰	艹子瓜Ｇ
煳	火古月Ｈ
劂	厂丷刂Ｊ
蚵	虫可ＨＥ
礞	石艹<豕下>Ｍ
钼	钅目ＭＵ
嬲	田力力Ｎ
劬	勹口力Ｑ
肽	月大丶Ｔ
洧	氵冃Ｗ
硪	石手戈Ｗ
葙	艹相ＸＧ
埸	土日勹Ｙ
躜	贝Ｚ
鬯	乂凵匕Ｃ
鲱	鱼非ＦＩ
砜	石风ＦＧ
呋	口夫ＦＵ
莩	艹爫子Ｆ
鹨	羽彡鸟Ｌ
墁	土日又Ｍ
觫	用木Ｓ
辋	<车旁>冂<首上>Ｗ
隰	阝日灬Ｘ
獯	犭千黑Ｘ
佾	亻八冃Ｙ
媵	月女Ｙ
趱	走Ｚ
髌	骨穴丘Ｂ
埕	土口王Ｃ
谠	讠儿Ｄ
碲	石<旁上>巾Ｄ
垤	土至ＤＥ
唪	口<举下>Ｆ
绀	纟廿一Ｇ
铪	钅亼口Ｈ
洚	氵夂<舛右>Ｊ
嫘	女田小Ｌ
楝	木木<黑上>Ｌ
甍	艹罒瓦Ｍ
髂	骨宀各Ｑ
磲	石匚木Ｑ
绱	纟冂Ｓ
潲	氵冃Ｓ
鲥	鱼日寸Ｓ
铵	钅宀女Ａ
舨	舟又Ｂ
羼	尸羊羊Ｃ
笪	日一Ｄ
酚	酉八刀Ｆ
刿	山夕刂Ｇ
曷	日勹乚Ｈ
溷	氵囗豕Ｈ
骱	骨人<齐下>Ｊ
胬	女又内Ｎ
俜	亻由丂Ｐ
銎	工几金Ｑ
诎	讠凵山Ｑ
枘	木内ＲＩ
镡	钅覀十Ｃ
粜	凵山米Ｔ
浯	氵五口Ｗ
绁	纟世ＸＥ
崦	山大乚Ｙ
劓	自丌刂Ｙ
蓣	艹<予下>页Ｙ
菝	艹扌犮Ｂ
鐾	尸辛金Ｂ
蛏	虫又土Ｃ
汆	丿丶水Ｃ
甙	弋廿一Ｄ
蒽	艹囗心Ｅ
绋	纟弓<齐下>Ｆ
岣	山勹口Ｇ
崮	山囗古Ｇ
岵	山古ＨＵ
掎	扌大可Ｊ
挢	扌丿<齐下>Ｊ
讵	讠匚<右框>Ｊ
窭	穴米女Ｊ
赉	未丷贝Ｌ
掊	扌立口Ｐ
芟	艹殳ＳＮ
毹	亼<前下>毛Ｓ
锶	钅田心Ｓ
慝	匚艹心Ｎ
氽	人水ＴＮ
芄	艹九丶Ｗ
怿	忄又<举下>Ｙ
鹆	八<谷下>鸟Ｙ
瘵	疒<祭上>示Ｚ
啶	口宀<足下>Ｄ
蔸	艹白儿Ｄ
砘	石七凵Ｄ
罟	罒古ＧＵ
蚶	虫廿一Ｈ
鲎	<学上>鱼ＨＵ
锾	钅爫又Ｈ
湔	氵<首上><前下>Ｊ
搛	扌<首上><兼末>Ｊ
柃	木今丶Ｌ
逯	<录上>水辶Ｌ
亓	二<齐下>ＱＩ
屺	山己ＱＩ
郄	乂阝Ｑ
檎	木人冂Ｑ
毵	厶彡毛Ｓ
渖	氵宀丨Ｓ
肟	月二<亏下>Ｗ
饩	饣气ＸＩ
躞	火又Ｘ
谮	讠旡日Ｚ
酯	酉匕日Ｚ
塍	月土Ｃ
擐	扌罒<衣下>Ｈ
蠖	虫艹又Ｈ
觖	用夬Ｊ
跬	圭ＫＩ
氇	毛鱼日Ｌ
嘧	口宀山Ｍ
蝻	虫<南上><首上>Ｎ
湓	氵八皿Ｐ
氆	毛<首上>业Ｐ
庥	广亻木Ｘ
嵫	山<首上>幺Ｚ
撙	扌酋寸Ｚ
褊	衤户冊Ｂ
篼	白儿Ｄ
鳜	鱼厂欠Ｇ
劢	丆力Ｍ
蛴	虫文<齐下>Ｑ
汔	氵乙Ｑ
骀	马厶口Ｄ
醣	酉广口Ｔ
腽	月日皿Ｗ
舾	舟西ＸＩ
仡	亻乙Ｇ
莸	艹犭尢Ｙ
黼	业巾甫Ｆ
袼	衤各ＧＥ
缑	纟<候角>矢Ｇ
笱	勹口Ｇ
袷	衤亼口Ｊ
肼	月井ＪＧ
僦	亻尢丶Ｊ
蒉	艹<贵上>贝Ｋ
阃	门囗木Ｋ
臁	月广<兼末>Ｌ
倮	亻日木Ｌ
芈	丨一<举下>Ｍ
杪	木少ＭＯ
蠛	虫艹戊Ｍ
蛲	虫<尧上>儿Ｎ
硗	石<尧上>儿Ｑ
跫	工几足Ｑ
荽	艹爫女Ｓ
渫	氵世木Ｘ
崾	山覀女Ｙ
瘗	疒夫土Ｙ
箦	贝Ｚ
舳	舟由ＺＵ
黪	黑厶彡Ｃ
锸	钅千臼Ｃ
瓞	瓜失ＤＥ
滏	氵父<首上>Ｆ
戆	音夂心Ｇ
遘	<冓上>冂辶Ｇ
簋	艮皿Ｇ
鹪	隹灬鸟Ｊ
扃	户冂口Ｊ
篥	覀木Ｌ
鞔	革<见下>Ｍ
浼	氵<见下>Ｍ
庀	广匕ＰＩ
肷	月欠ＱＮ
鲭	鱼月Ｑ
埽	土彐巾Ｓ
钽	钅日一Ｔ
酴	酉亼朩Ｔ
溆	氵亼又Ｘ
钸	钅巾Ｂ
髑	骨罒勹Ｄ
鳆	鱼夂Ｆ
黉	<学上>八Ｈ
逭	宀<官下>辶Ｈ
浍	氵人云Ｈ
裥	衤门日Ｊ
榘	矢匚木Ｊ
犋	牜<具上>八Ｊ
钌	钅乛亅Ｌ
躐	巛<鼠下>Ｌ
砻	龙石ＬＧ
苤	艹不一Ｐ
榀	木口吅Ｐ
钋	钅卜ＰＯ
綮	户攵小Ｑ
胂	月日丨Ｓ
锼	钅叟ＳＵ
炱	厶口火Ｔ
疃	田立里Ｔ
煺	火艮辶Ｔ
鼯	臼<鼠下>口Ｗ
籼	米山ＸＮ
芗	艹<乡上>丿Ｘ
儇	亻罒<衣下>Ｘ
砟	石乍ＺＡ
肫	月七凵Ｚ
秕	禾比ＢＩ
踣	立口Ｂ
帱	巾<丰变>寸Ｃ
氡	气夂<冬下>Ｄ
垌	土冂一Ｄ
佴	亻耳ＥＲ
糇	米<候角>矢Ｈ
肀	<秉中>丨ＹＵ
澌	氵其斤Ｓ
耜	耒<官下>ＳＩ
龆	止凵口Ｔ
禊	礻刀大Ｘ
溴	氵自大Ｘ
氩	气亚ＹＡ
吲	口弓丨Ｙ
岜	山巴ＢＡ
惝	忄冂Ｃ
蝽	虫日Ｃ
腠	月大Ｃ
徂	彳且ＣＵ
硐	石冂一Ｄ
镉	钅一冂Ｇ
虼	虫乙Ｇ
烀	火丿丨Ｈ
蟪	虫士心Ｈ
桷	木用Ｊ
坜	土厂力Ｌ
瞵	目米<舛右>Ｌ
簏	<鹿上>比Ｌ
镘	钅日又Ｍ
擗	扌尸辛Ｐ
筇	工阝Ｑ
畋	田攵ＴＮ
葶	艹<亮上>丁Ｔ
沲	氵也Ｄ
穸	穴夕ＸＩ
眢	夕目Ｙ
搌	扌尸<辰下>Ｚ
埴	土十<具上>Ｚ
陬	阝耳又Ｚ
砹	石艹乂Ａ
畀	田丌ＢＩ
鹁	十子鸟Ｂ
觇	占见ＣＮ
瘅	疒丷十Ｄ
菪	艹宀石Ｄ
铞	钅口巾Ｄ
锇	钅手戈Ｅ
钫	钅方ＦＧ
砉	丰石ＨＡ
锪	钅勹心Ｈ
哜	口文<齐下>Ｊ
锔	钅尸Ｊ
膦	月米<舛右>Ｌ
螨	虫艹两Ｍ
茆	艹<卯左>卩Ｍ
埤	土卑ＢＩ
铈	钅亠巾Ｓ
裼	衤日勹Ｔ
迕	午辶ＷＵ
氙	气山ＸＮ
楦	木宀一Ｘ
蛘	虫羊ＹＧ
镱	钅音心Ｙ
霪	<雨头>氵壬Ｙ
畛	田人彡Ｚ
碡	石母Ｚ
缵	纟贝Ｚ
锿	钅<享上><衣下>Ａ
襞	尸辛<衣下>Ｂ
髟	镸彡ＢＯ
蒇	艹戊贝Ｃ
冁	丷十<辰下>Ｃ
籴	丿丶米Ｄ
揲	扌世木Ｄ
镦	钅<享上>攵Ｄ
苊	艹厂Ｅ
疳	疒廿一Ｇ
茛	艹艮ＧＮ
鳇	鱼白王Ｈ
攉	扌<雨头>隹Ｈ
虮	虫几ＪＩ
镓	钅宀豕Ｊ
噍	口隹灬Ｊ
弪	弓<经角>工Ｊ
胩	月<卓上>下Ｋ
罱	罒<南上><首上>Ｌ
苈	艹厂力Ｌ
蠊	虫广<兼末>Ｌ
埝	土今心Ｎ
钕	钅女ＮＵ
羟	<经角>工Ｑ
羰	山火Ｔ
轺	<车旁>刀口Ｙ
舴	舟乍ＺＥ
潴	氵犭者Ｚ
萆	艹卑ＢＩ
晡	日甫ＢＵ
爨	<臼裂>冂火Ｃ
榱	木亠<衣下>Ｃ
铥	钅千厶Ｄ
鸫	<东上>小鸟Ｄ
胨	月<东上>小Ｄ
罘	罒不ＦＵ
槔	木白十Ｇ
鹱	鸟艹又Ｈ
墼	車殳土Ｊ
骒	马日木Ｋ
悃	忄囗木Ｋ
漤	氵林女Ｌ
稂	禾丶艮Ｌ
诔	讠耒ＬＩ
鲡	鱼一冂Ｌ
疬	疒厂力Ｌ
钔	钅门ＭＮ
淠	氵田丌Ｐ
裒	亠臼<衣下>Ｐ
缲	纟口木Ｓ
薷	艹<雨头><而下>Ｒ
埏	土丿廴Ｓ
谂	讠今心Ｓ
鲦	鱼夂朩Ｔ
莛	艹壬廴Ｔ
榍	木尸冃Ｘ
髹	镸亻木Ｘ
砑	石一<牙下>Ｙ
垸	土宀元Ｙ
帙	巾失ＺＩ
窀	穴七凵Ｚ
浞	氵足ＺＯ
褙	衤匕冃Ｂ
苄	艹亠卜Ｂ
骣	马尸子Ｃ
舡	舟工ＣＮ
岽	山<东上>小Ｄ
赙	贝甫寸Ｆ
漶	氵口心Ｈ
跽	己心Ｊ
疖	疒<节下>ＪＥ
腈	月月Ｊ
桕	木臼ＪＵ
桊	木ＪＮ
埒	土爫寸Ｌ
镅	钅<声下>目Ｍ
镎	钅亼手Ｎ
哌	口<辰下>Ｐ
郫	卑阝ＰＩ
锖	钅月Ｑ
畎	田大丶Ｑ
悫	士冖心Ｑ
颥	<雨头><而下>页Ｒ
唼	口立女Ｓ
钐	钅彡ＳＮ
矧	矢弓丨Ｓ
牾	牜五口Ｗ
鹇	门木鸟Ｘ
殪	歹士<首上>Ｙ
鳙	鱼广冃Ｙ
饔	亠<乡上>食Ｙ
籀	扌田Ｚ
鄹	耳乑阝Ｚ
坌	八刀土Ｂ
荸	艹十子Ｂ
艚	舟<曹上>日Ｃ
觌	十头见Ｄ
铫	钅<兆左><兆右>Ｄ
鲼	鱼十贝Ｆ
澉	氵乛攵Ｇ
哿	加可ＧＥ
瘊	疒亻矢Ｈ
骺	骨<后上>口Ｈ
豇	一<首上>工Ｊ
筘	扌口Ｋ
硇	石<囱框>乂Ｎ
聍	耳宀丁Ｎ
蜱	虫卑ＰＩ
丿	丿ＰＥ丿
氍	目隹毛Ｑ
酞	酉大丶Ｔ
钍	钅土ＴＵ
沩	氵<冬下>力Ｗ
洫	氵丿皿Ｘ
珧	王<兆左><兆右>Ｙ
舁	臼廾ＹＵ
瀹	氵亼冊Ｙ
粢	冫欠米Ｚ
鲅	鱼犮ＢＡ
鞴	革<甬下>Ｂ
窆	穴丿之Ｂ
瘛	疒丰心Ｃ
镄	钅弓贝Ｆ
祓	礻犮ＦＵ
恝	丰刀心Ｊ
瘕	疒<右框>又Ｊ
戋	一戈ＪＮ
鲒	鱼吉ＪＥ
醵	酉虍豕Ｊ
瘼	疒莫ＭＯ
铌	钅尸匕Ｎ
脬	月爫子Ｐ
葜	艹丰大Ｑ
椠	<车旁>斤木Ｑ
瞍	目叟ＳＵ
羧	厶夂Ｓ
粞	米西ＸＩ
蓰	艹彳<足下>Ｘ
窬	穴亼<前下>Ｙ
哳	口扌斤Ｚ
轵	<车旁>口八Ｚ
忮	忄十又Ｚ
埯	土大乚Ａ
聱	敖耳ＡＯ
礤	石艹示Ｃ
搋	扌几Ｃ
憝	<享上>攵心Ｄ
钆	钅乚ＧＡ
艽	艹九ＪＯ
鳘	攵鱼Ｍ
恧	丆<而下>心Ｎ
襻	衤木手Ｐ
氕	气丿ＰＥ
镨	钅<首上>日Ｐ
铷	钅女口Ｒ
洳	氵女口Ｒ
蟓	虫象ＸＧ
鸺	亻木鸟Ｘ
铕	钅冃Ｙ
驵	马且ＺＧ
迮	乍辶ＺＥ
廒	广敖ＡＯ
濞	氵自丌Ｂ
嶝	山癶<首上>Ｄ
耵	耳丁ＤＧ
蹯	丿田Ｆ
篚	匚非Ｆ
嚆	口艹<高外>Ｈ
劐	艹又刂Ｈ
鲚	鱼文<齐下>Ｊ
鲣	鱼又土Ｊ
趼	开ＪＮ
赆	贝尺<冬下>Ｊ
爝	火爫寸Ｊ
钶	钅可ＫＥ
鳢	鱼日<首上>Ｌ
荬	艹乛头Ｍ
镤	钅业丶Ｐ
桤	木山己Ｑ
筲	冃Ｓ
堍	土兔ＴＵ
箨	扌<举下>Ｔ
蕹	艹丿隹Ｗ
钇	钅乙ＹＩ
罾	罒丷日Ｚ
橥	犭者木Ｚ
鲻	鱼巛田Ｚ
阼	阝乍ＺＯ
揞	扌音ＡＮ
庳	广卑ＢＩ
馇	饣木一Ｃ
怊	忄刀口Ｃ
脞	月从土Ｃ
埭	土彐水Ｄ
塥	土一冂Ｇ
绠	纟一乂Ｇ
蕻	艹厶八Ｈ
鲩	鱼宀元Ｈ
癀	疒八Ｈ
洎	氵自ＪＩ
礓	石一一Ｊ
捃	扌<秉中>口Ｊ
锎	钅门开Ｋ
轹	<车旁><卬左>小Ｌ
跞	<卬左>小Ｌ
瞀	攵目Ｍ
猸	犭<声下>目Ｍ
鹛	<声下>目鸟Ｍ
脒	月米ＭＩ
耱	耒广石Ｍ
衄	丿皿丑Ｎ
甓	尸辛瓦Ｐ
锓	钅彐又Ｑ
脎	月乂朩Ｓ
滠	氵耳又Ｓ
鲐	鱼厶口Ｔ
萜	艹巾占Ｔ
砼	石人工Ｔ
涠	氵囗二Ｗ
甾	巛田ＺＩ
痄	疒乍ＺＡ
浈	氵<卓上>贝Ｚ
瘃	疒豕丶Ｚ
舭	舟比ＢＩ
螬	虫<曹上>日Ｃ
躔	广土Ｃ
枨	木长ＣＧ
眵	目夕夕Ｃ
镩	钅穴丨Ｃ
垡	亻戈土Ｆ
稃	禾爫子Ｆ
郛	爫子阝Ｆ
酤	酉古ＧＵ
崞	山<享上>子Ｇ
蜾	虫日木Ｇ
捍	扌日干Ｈ
谫	讠<首上>刀Ｊ
眍	目匚乂Ｋ
癃	疒阝Ｌ
毪	毛厶牛Ｍ
仫	亻丿厶Ｍ
垴	土文凵Ｎ
筢	扌巴Ｐ
锫	钅立口Ｐ
螵	虫覀示Ｐ
岍	山开ＱＮ
阢	阝一儿Ｗ
菥	艹木斤Ｘ
鼷	臼<鼠下>大Ｘ
薤	艹歹一Ｘ
舣	舟丶乂Ｙ
著	艹者ＺＵ
腙	月宀示Ｚ
蒡	艹<旁上>方Ｂ
鹎	卑鸟ＢＩ
滗	氵毛Ｂ
缏	纟亻丈Ｂ
醭	酉业丶Ｂ
猹	犭木一Ｃ
瘥	疒工Ｃ
膪	月<旁上>口Ｃ
阽	阝占ＤＮ
簖	乚斤Ｄ
牿	牜口Ｇ
馘	<首上>自戈Ｇ
撖	扌乛攵Ｈ
缋	纟<贵上>贝Ｈ
牮	代牛ＪＮ
铼	钅未丷Ｌ
铹	钅艹力Ｌ
泐	氵阝力Ｌ
墚	土刀木Ｌ
镥	钅鱼日Ｌ
苠	艹巳七Ｍ
脲	月尸水Ｎ
蒎	<艹氵><辰下>Ｐ
犏	牜户冊Ｐ
钷	钅匚口Ｐ
劁	隹灬刂Ｑ
鼽	自丌九Ｑ
磉	石又木Ｓ
鲺	鱼乙丿Ｓ
贳	世贝ＳＩ
摅	扌虍心Ｓ
耥	耒冂Ｔ
螗	虫广口Ｔ
箢	夕Ｙ
軎	車口ＷＩ
莶	艹亼<应下>Ｘ
痃	疒玄ＸＮ
痖	疒亚ＹＡ
疰	疒主ＺＵ
碥	石户冊Ｂ
瘭	疒覀示Ｂ
傺	亻<祭上>示Ｃ
鼢	臼<鼠下>刀Ｆ
瀵	氵米八Ｆ
艴	弓<齐下>巴Ｆ
戤	乃皿戈Ｇ
筻	一乂Ｇ
觏	<冓上>冂见Ｇ
鲴	鱼囗古Ｇ
轷	<车旁>丿丨Ｈ
耠	耒亼口Ｈ
茳	<艹氵>工ＪＧ
喹	口大圭Ｋ
醌	酉日比Ｋ
蒗	<艹氵>丶艮Ｌ
铑	钅耂匕Ｌ
耢	耒艹力Ｌ
蔹	艹<应下>攵Ｌ
稆	禾口口Ｌ
攴	<卓上>又ＰＯ
苘	艹冂口Ｑ
赇	贝<求架>丶Ｑ
辁	<车旁>人王Ｑ
赕	贝火火Ｄ
铽	钅弋心Ｔ
猃	犭亼<应下>Ｘ
糈	米乛冃Ｘ
酏	酉也ＹＩ
茚	艹<印左>卩Ｙ
齄	自丌一Ｚ
绗	纟彳亍Ｈ
荮	艹纟寸Ｚ
夼	大川ＫＧ
螋	虫叟ＳＵ
耖	耒少ＣＯ
蒈	艹比白Ｋ
鲕	鱼丆<而下>Ｅ
禚	礻灬Ｚ
鳋	鱼又虫Ｓ
啰	口罒夕Ｌ
瞭	目大小Ｌ
珅	王日丨Ｓ
